price,living_area,number_of_rooms,new_production,monthly_fee,build_year,elevator,city_area
7.535,91,3.0,0.0,4082.0,1910.0,1.0,1
3.16,87,4.0,0.0,5779.0,2004.0,1.0,1
1.925,83,3.0,0.0,4464.0,,0.0,1
2.35,47,2.0,0.0,2343.0,1989.0,1.0,1
1.695,67,3.0,0.0,4902.0,1956.0,0.0,1
2.38,127,5.0,0.0,5800.0,2014.0,,0
2.445,77,3.0,1.0,4440.0,,1.0,1
2.325,107,5.0,0.0,2364.0,2010.0,,0
3.41,74,2.0,0.0,5583.0,1995.0,1.0,1
0.76,69,3.0,0.0,3925.0,1966.0,1.0,1
0.83,70,3.0,0.0,3952.0,1952.0,0.0,0
3.5,55,2.0,0.0,3067.0,2004.0,1.0,1
2.7,38,1.0,0.0,1960.0,1941.0,1.0,1
0.99,68,4.0,0.0,2001.0,1982.0,,0
1.925,123,4.0,0.0,4679.0,1981.0,,0
1.15,74,2.0,0.0,4774.0,1994.0,1.0,1
0.435,16,1.0,0.0,1025.0,1956.0,0.0,0
2.63,53,2.0,0.0,3324.0,1953.0,0.0,1
2.0749999999999997,57,3.0,1.0,3719.0,,1.0,1
2.505,95,2.0,0.0,6024.0,1986.0,1.0,1
1.2,63,2.0,0.0,3463.0,1974.0,0.0,1
2.6,67,3.0,1.0,4193.0,,1.0,1
2.3,38,1.0,0.0,1951.0,1957.0,0.0,1
3.855,132,5.0,0.0,5830.0,1986.0,0.0,1
0.18,82,3.0,0.0,3655.0,1981.0,,0
1.8800000000000001,44,1.0,0.0,2585.0,1971.0,1.0,1
0.695,67,3.0,0.0,3559.0,1965.0,0.0,1
1.285,55,2.0,0.0,3284.0,1949.0,0.0,0
1.6,53,2.0,1.0,3013.0,,0.0,1
0.48500000000000004,31,1.0,0.0,1518.0,1963.0,0.0,0
1.425,67,3.0,0.0,4434.0,1963.0,0.0,1
1.5,40,1.0,0.0,1930.0,1959.0,0.0,1
3.0599999999999996,44,2.0,0.0,2721.0,1938.0,1.0,1
1.46,91,3.0,0.0,6239.0,1994.0,1.0,1
2.31,80,3.0,0.0,4934.0,2002.0,0.0,1
1.6,63,2.0,0.0,4030.0,1988.0,1.0,0
3.095,31,1.0,0.0,1859.0,1921.0,1.0,1
1.295,66,3.0,0.0,3538.0,,1.0,1
0.55,92,4.0,0.0,6438.0,1991.0,0.0,1
5.079999999999999,44,3.0,0.0,1541.0,1916.0,0.0,1
1.28,34,1.0,0.0,2673.0,1959.0,0.0,1
1.2,59,2.0,0.0,3883.0,1957.0,0.0,1
0.8119999999999999,67,2.0,0.0,4092.0,1959.0,1.0,1
4.05,59,2.0,0.0,3051.0,1909.0,1.0,1
1.82,70,2.0,0.0,5545.0,1996.0,1.0,0
3.91,86,3.0,0.0,4536.0,2009.0,1.0,1
0.5549999999999999,29,1.0,0.0,2046.0,1953.0,0.0,1
2.345,73,3.0,1.0,3497.0,2015.0,0.0,1
1.59,64,2.0,0.0,4216.0,1934.0,0.0,1
2.0,79,3.0,0.0,3326.0,1967.0,0.0,1
2.72,130,6.0,0.0,7228.0,2008.0,0.0,0
2.75,34,1.0,0.0,1432.0,1967.0,1.0,1
2.0,57,2.0,0.0,3032.0,1952.0,0.0,1
2.15,27,1.0,0.0,2071.0,1954.0,0.0,1
1.9849999999999999,138,5.0,0.0,7144.0,1983.0,0.0,0
1.195,57,2.0,0.0,2961.0,1936.0,0.0,0
2.77,69,3.0,0.0,2994.0,2015.0,1.0,1
3.7,73,3.0,0.0,3751.0,1958.0,0.0,1
3.14,43,2.0,0.0,2453.0,,1.0,1
1.5,61,2.0,0.0,3063.0,,1.0,0
2.85,47,2.0,0.0,3036.0,1950.0,0.0,1
2.1,62,2.0,0.0,4409.0,2003.0,0.0,1
4.6,77,3.0,0.0,4247.0,2012.0,1.0,1
2.705,61,2.0,0.0,2970.0,2015.0,1.0,1
0.9,33,1.0,0.0,2209.0,2012.0,1.0,0
2.175,30,1.0,0.0,1463.0,1952.0,0.0,1
6.699999999999999,87,4.0,0.0,3831.0,1946.0,1.0,1
3.72,76,2.0,0.0,3601.0,2015.0,0.0,1
0.62,38,1.0,0.0,2339.0,1951.0,0.0,0
2.3449999999999998,82,3.0,0.0,4257.0,,0.0,1
8.42,87,3.0,0.0,4619.0,1916.0,1.0,1
4.0,55,2.0,0.0,3273.0,2012.0,1.0,1
4.2,109,3.0,0.0,5956.0,2009.0,1.0,1
3.535,115,4.0,0.0,6105.0,2005.0,1.0,1
2.69,61,3.0,0.0,3140.0,2005.0,1.0,1
0.21,74,3.0,0.0,4208.0,1956.0,0.0,0
1.9,36,1.0,0.0,2801.0,1944.0,1.0,1
2.1,48,1.0,0.0,2260.0,1961.0,1.0,0
0.38999999999999996,67,2.0,0.0,2459.0,1965.0,1.0,0
2.9,74,3.0,0.0,3798.0,1965.0,0.0,0
1.29,57,2.0,0.0,2895.0,1968.0,0.0,0
2.65,52,2.0,0.0,3776.0,2010.0,1.0,1
0.98,39,1.0,0.0,1863.0,1971.0,0.0,0
0.495,45,2.0,0.0,3005.0,1974.0,0.0,1
2.7499999999999996,93,3.0,0.0,4692.0,2015.0,1.0,1
1.65,75,3.0,1.0,5288.0,,1.0,0
1.38,99,4.0,0.0,5605.0,1974.0,0.0,0
0.17,39,1.0,0.0,1715.0,1962.0,0.0,1
0.515,50,2.0,0.0,3328.0,1949.0,0.0,0
1.46,21,1.0,0.0,1330.0,1954.0,0.0,1
1.85,47,2.0,0.0,2886.0,1972.0,0.0,1
5.15,55,2.0,0.0,1230.0,1916.0,1.0,1
0.498,38,2.0,0.0,2411.0,1959.0,0.0,0
1.835,41,1.0,0.0,2486.0,1953.0,0.0,1
0.595,63,2.0,0.0,2850.0,1966.0,0.0,0
1.615,57,2.0,0.0,1963.0,1965.0,0.0,0
0.66,82,3.0,0.0,4279.0,1985.0,,0
0.41,36,1.0,0.0,2190.0,1943.0,0.0,1
2.7,58,2.0,0.0,3782.0,2008.0,1.0,1
1.095,59,2.0,0.0,4220.0,1971.0,0.0,1
1.8,80,2.0,0.0,3873.0,1994.0,0.0,1
2.15,89,3.0,1.0,4196.0,,1.0,0
0.272,59,2.0,0.0,3594.0,1963.0,0.0,1
3.075,37,1.0,0.0,1987.0,2014.0,1.0,1
1.85,59,2.0,0.0,3295.0,2008.0,1.0,1
0.62,52,2.0,0.0,2654.0,1980.0,1.0,1
1.835,80,3.0,0.0,4435.0,1969.0,0.0,1
4.35,90,4.0,0.0,5450.0,2011.0,1.0,1
1.45,89,4.0,0.0,5229.0,1974.0,1.0,1
1.55,68,3.0,1.0,3397.0,,1.0,0
0.75,39,1.0,0.0,2928.0,1941.0,1.0,0
3.0100000000000002,40,1.0,0.0,1351.0,1910.0,1.0,1
2.1,63,2.0,0.0,3251.0,1992.0,0.0,1
1.375,45,2.0,0.0,1983.0,1941.0,1.0,1
1.085,115,4.0,0.0,6102.0,1983.0,0.0,0
0.74,39,2.0,0.0,3050.0,1947.0,0.0,1
1.9,72,3.0,1.0,3444.0,,0.0,0
0.515,63,2.0,0.0,2629.0,1961.0,0.0,0
1.66,58,2.0,0.0,3442.0,1944.0,0.0,0
2.52,122,5.0,0.0,9028.0,1986.0,,1
2.8,62,2.0,0.0,2921.0,1960.0,0.0,1
0.9400000000000001,66,3.0,0.0,4249.0,1955.0,0.0,0
1.2,57,2.0,0.0,3748.0,1960.0,1.0,1
1.875,78,3.0,0.0,4684.0,1977.0,1.0,1
2.05,49,2.0,0.0,2965.0,2010.0,1.0,1
1.7,86,3.0,0.0,4290.0,2005.0,1.0,0
0.365,75,3.0,0.0,2769.0,1963.0,0.0,0
0.96,78,2.0,0.0,3867.0,1979.0,,0
1.15,64,3.0,1.0,3173.0,,0.0,0
3.11,97,4.0,0.0,4486.0,1968.0,1.0,1
1.745,88,3.0,1.0,3689.0,1942.0,1.0,0
1.23,62,3.0,0.0,4187.0,1962.0,0.0,1
2.58,21,1.0,0.0,1547.0,1930.0,1.0,1
1.125,80,3.0,0.0,5731.0,2005.0,1.0,1
0.8,50,2.0,0.0,2922.0,1954.0,0.0,0
1.2,71,3.0,0.0,3091.0,1963.0,0.0,0
0.19,78,4.0,0.0,4907.0,1961.0,0.0,0
1.75,39,1.0,0.0,2251.0,1956.0,0.0,0
1.92,58,2.0,0.0,3771.0,2012.0,1.0,1
2.75,83,3.0,0.0,4241.0,2011.0,1.0,1
1.655,65,3.0,0.0,2481.0,1970.0,1.0,0
0.65,78,3.0,0.0,4204.0,1969.0,1.0,1
1.995,55,2.0,0.0,2658.0,1962.0,1.0,0
0.995,70,3.0,0.0,3126.0,1959.0,0.0,0
3.05,71,3.0,0.0,4457.0,1952.0,0.0,1
0.415,27,1.0,0.0,1705.0,1967.0,0.0,0
1.045,81,3.0,0.0,6023.0,2008.0,1.0,1
0.087,28,1.0,0.0,2312.0,1953.0,1.0,0
1.015,49,2.0,1.0,2584.0,,1.0,0
1.619,61,2.0,0.0,3600.0,1972.0,0.0,1
0.95,50,2.0,0.0,2344.0,1945.0,0.0,0
1.665,40,2.0,0.0,2382.0,1945.0,0.0,0
0.735,106,3.0,0.0,5806.0,1995.0,0.0,0
1.13,43,2.0,0.0,4115.0,1990.0,0.0,0
1.8,64,3.0,0.0,4184.0,1993.0,0.0,0
1.84,71,3.0,0.0,2858.0,1961.0,0.0,0
2.625,101,4.0,0.0,5867.0,2011.0,1.0,0
3.99,67,3.0,0.0,4397.0,2006.0,1.0,1
2.08,43,2.0,0.0,2307.0,1971.0,1.0,1
3.42,77,3.0,0.0,4242.0,2013.0,1.0,1
1.775,32,1.0,0.0,2698.0,1954.0,1.0,0
1.72,60,2.0,0.0,3429.0,1975.0,0.0,0
0.12,31,1.0,0.0,1725.0,1968.0,0.0,0
3.63,84,3.0,0.0,5321.0,2011.0,1.0,1
2.7649999999999997,112,4.0,0.0,5891.0,1912.0,1.0,1
2.2600000000000002,78,4.0,0.0,5857.0,1997.0,,0
13.069999999999999,155,5.0,0.0,6384.0,1931.0,1.0,1
0.15,55,2.0,0.0,2822.0,1961.0,0.0,1
1.5,57,2.0,0.0,2851.0,1961.0,0.0,0
3.05,37,2.0,0.0,2101.0,1946.0,1.0,1
4.01,72,3.0,0.0,4832.0,1957.0,0.0,1
2.7,31,1.0,0.0,2233.0,1975.0,1.0,1
2.68,35,1.0,0.0,1736.0,1930.0,1.0,1
4.075,57,2.0,0.0,4220.0,2004.0,1.0,1
1.82,38,2.0,0.0,3113.0,1948.0,0.0,1
1.545,83,3.0,0.0,4116.0,1971.0,0.0,1
3.3,108,4.0,0.0,6523.0,2010.0,1.0,0
0.54,57,1.0,0.0,1961.0,,0.0,0
2.285,63,2.0,0.0,3256.0,1979.0,0.0,1
0.34,39,1.0,0.0,2880.0,1973.0,1.0,0
1.78,99,3.0,0.0,5297.0,1938.0,0.0,1
1.8549999999999998,77,4.0,0.0,3416.0,1967.0,0.0,0
1.495,40,1.0,0.0,2195.0,1947.0,0.0,1
1.88,91,4.0,0.0,6699.0,1990.0,1.0,1
1.28,62,2.0,0.0,4134.0,1736.0,0.0,0
1.15,85,3.0,0.0,4156.0,1968.0,1.0,1
2.89,76,3.0,0.0,3668.0,1969.0,1.0,0
3.28,57,2.0,0.0,3038.0,1917.0,1.0,1
3.8,96,4.0,0.0,4063.0,1946.0,0.0,0
0.625,79,3.0,0.0,4519.0,1971.0,0.0,0
0.22000000000000003,68,2.0,0.0,3951.0,1981.0,0.0,0
3.275,70,3.0,0.0,4334.0,1948.0,0.0,1
0.86,56,3.0,0.0,3198.0,1946.0,0.0,1
5.2,105,4.0,0.0,5643.0,2011.0,1.0,1
3.05,42,1.0,0.0,1705.0,1996.0,1.0,1
4.4,76,3.0,0.0,4273.0,1986.0,1.0,1
1.59,61,2.0,0.0,1735.0,1965.0,0.0,0
4.895,62,2.0,0.0,2717.0,2010.0,1.0,1
0.38,65,,0.0,2420.0,1954.0,0.0,1
2.2,55,2.0,0.0,2942.0,2012.0,1.0,1
0.87,57,2.0,0.0,3605.0,1949.0,0.0,1
1.31,81,3.0,0.0,4687.0,1970.0,0.0,1
1.1700000000000002,102,5.0,0.0,5790.0,1966.0,0.0,0
2.3,53,2.0,0.0,2799.0,1946.0,0.0,1
4.0,119,3.0,0.0,5600.0,1916.0,1.0,1
1.275,72,4.0,1.0,4596.0,,0.0,0
2.78,23,1.0,0.0,1491.0,1874.0,0.0,1
2.575,42,2.0,0.0,2280.0,2015.0,1.0,1
2.495,70,3.0,0.0,2838.0,1961.0,0.0,1
1.38,43,1.0,0.0,2890.0,1985.0,,1
1.535,33,1.0,0.0,1860.0,1975.0,0.0,1
0.8,73,3.0,0.0,5196.0,1992.0,,0
2.29,68,3.0,0.0,3689.0,2014.0,0.0,1
3.5,98,4.0,1.0,5198.0,,1.0,1
0.95,69,3.0,0.0,4623.0,1951.0,0.0,1
1.65,63,2.0,0.0,3621.0,1973.0,0.0,1
0.115,34,1.0,0.0,2527.0,1963.0,0.0,0
2.5,82,3.0,0.0,3867.0,1965.0,0.0,1
1.68,87,3.0,0.0,4500.0,,0.0,1
0.623,100,4.0,0.0,4232.0,1967.0,0.0,1
2.895,53,2.0,0.0,2721.0,1953.0,0.0,1
3.7499999999999996,88,4.0,0.0,4955.0,1991.0,1.0,1
3.2,71,3.0,0.0,2929.0,1960.0,,1
1.9399999999999997,72,4.0,0.0,3913.0,1960.0,1.0,1
1.74,57,2.0,0.0,2808.0,2012.0,1.0,1
2.57,41,2.0,0.0,2586.0,2015.0,1.0,1
1.4,39,1.0,0.0,3090.0,2009.0,1.0,1
1.325,83,3.0,0.0,4010.0,1970.0,0.0,0
0.795,77,3.0,0.0,3899.0,1964.0,1.0,0
0.29,74,3.0,0.0,4376.0,,1.0,1
0.61,76,3.0,0.0,4888.0,1968.0,0.0,0
1.72,35,1.0,0.0,1648.0,2007.0,0.0,0
1.85,62,2.0,0.0,3265.0,1974.0,0.0,0
1.74,32,1.0,0.0,2584.0,1980.0,1.0,1
3.32,110,4.0,0.0,5911.0,2001.0,,1
0.825,52,2.0,0.0,2539.0,1948.0,0.0,1
1.15,59,2.0,0.0,2813.0,1957.0,0.0,0
1.75,41,1.0,0.0,2088.0,1943.0,0.0,0
1.355,55,2.0,0.0,3525.0,1965.0,0.0,1
0.185,55,2.0,0.0,3008.0,1961.0,0.0,0
0.95,77,3.0,0.0,3668.0,1954.0,0.0,0
1.6800000000000002,64,2.0,0.0,1857.0,1964.0,1.0,0
4.3100000000000005,100,3.0,0.0,4880.0,2010.0,1.0,1
3.45,73,3.0,0.0,3952.0,1928.0,0.0,1
2.765,54,2.0,0.0,3563.0,1949.0,1.0,1
1.75,80,3.0,1.0,4626.0,,1.0,0
2.44,98,4.0,0.0,5498.0,1965.0,0.0,1
2.05,40,1.0,0.0,2101.0,1929.0,0.0,1
3.2,122,4.0,1.0,4734.0,,0.0,1
2.84,74,3.0,1.0,4508.0,,1.0,1
3.57,121,4.0,0.0,5932.0,2015.0,1.0,1
1.7,69,2.0,0.0,3040.0,1906.0,0.0,1
0.72,62,2.0,0.0,3290.0,1957.0,0.0,0
1.48,43,2.0,0.0,2976.0,1995.0,1.0,0
3.625,87,3.0,0.0,4360.0,2012.0,1.0,0
3.28,68,2.0,0.0,3523.0,1990.0,1.0,1
0.9,68,3.0,0.0,3603.0,1941.0,1.0,1
1.27,98,4.0,0.0,7447.0,1991.0,1.0,0
1.9849999999999999,70,4.0,0.0,2551.0,1932.0,0.0,1
1.73,56,3.0,0.0,3993.0,1957.0,0.0,0
3.35,105,4.0,0.0,7151.0,1994.0,1.0,1
0.14500000000000002,79,3.0,0.0,3550.0,1982.0,,0
2.9699999999999998,45,2.0,0.0,2966.0,1945.0,0.0,1
1.545,62,3.0,0.0,4387.0,1956.0,0.0,1
2.405,57,2.0,0.0,3057.0,1944.0,1.0,1
0.425,69,2.0,0.0,3323.0,1980.0,0.0,0
1.645,94,4.0,0.0,5257.0,1971.0,0.0,1
0.375,30,1.0,0.0,1170.0,1959.0,0.0,1
5.6,85,3.0,0.0,5596.0,2009.0,1.0,1
0.105,23,1.0,0.0,1697.0,1949.0,0.0,0
1.69,68,2.0,0.0,3805.0,1965.0,0.0,1
3.89,67,3.0,0.0,3579.0,2013.0,1.0,1
1.065,26,1.0,0.0,2026.0,1974.0,0.0,0
1.86,96,4.0,0.0,6073.0,1966.0,0.0,1
1.3,77,3.0,0.0,3404.0,1964.0,1.0,0
1.1,66,2.0,0.0,4110.0,2011.0,1.0,0
0.58,66,2.0,0.0,3392.0,1974.0,1.0,0
5.4,67,2.0,0.0,2415.0,1932.0,1.0,1
1.1,57,2.0,0.0,4528.0,2007.0,0.0,0
1.69,34,1.0,0.0,2376.0,1994.0,1.0,1
1.005,57,2.0,0.0,3388.0,1949.0,0.0,0
1.36,67,3.0,1.0,3592.0,,1.0,0
1.025,47,2.0,0.0,2582.0,1973.0,1.0,1
2.34,108,4.0,0.0,4239.0,1965.0,0.0,0
0.71,45,2.0,0.0,3236.0,1938.0,1.0,1
3.1,55,2.0,0.0,3014.0,1947.0,1.0,1
1.65,53,2.0,0.0,3264.0,1957.0,0.0,1
2.495,39,2.0,0.0,2007.0,1945.0,0.0,1
2.74,61,3.0,0.0,4024.0,1952.0,0.0,1
2.485,38,1.0,0.0,1900.0,1957.0,0.0,1
0.08,46,1.0,0.0,2715.0,1970.0,0.0,1
3.01,34,1.0,0.0,1614.0,1930.0,1.0,1
1.7,77,3.0,0.0,3165.0,1960.0,0.0,0
1.8,46,2.0,0.0,2609.0,2015.0,1.0,0
1.42,30,1.0,0.0,2051.0,1940.0,0.0,1
3.65,56,2.0,0.0,3135.0,2010.0,1.0,1
2.15,89,3.0,0.0,3461.0,2013.0,0.0,0
1.475,65,2.0,0.0,5326.0,1988.0,1.0,1
0.71,71,2.0,0.0,2757.0,1990.0,0.0,0
0.78,53,2.0,0.0,2411.0,1964.0,0.0,1
1.81,76,3.0,0.0,4160.0,1968.0,0.0,1
1.1,31,1.0,1.0,1621.0,,1.0,0
2.3,38,1.0,0.0,2504.0,1946.0,1.0,1
2.305,43,2.0,0.0,2863.0,1943.0,0.0,1
2.98,63,2.0,0.0,3905.0,2009.0,1.0,1
1.11,72,2.0,0.0,5142.0,2011.0,0.0,0
0.91,48,1.0,0.0,2791.0,2010.0,1.0,0
1.295,56,2.0,0.0,3221.0,2010.0,1.0,1
0.85,73,3.0,0.0,3291.0,1963.0,1.0,1
1.74,78,3.0,0.0,3710.0,1953.0,1.0,1
1.43,66,2.0,0.0,5204.0,1991.0,1.0,0
2.04,29,1.0,0.0,2301.0,1941.0,1.0,1
2.06,68,2.0,0.0,3516.0,1983.0,1.0,1
1.25,99,4.0,0.0,4910.0,1965.0,1.0,0
1.65,59,2.0,0.0,3033.0,1961.0,0.0,1
1.15,47,1.0,0.0,2575.0,1958.0,0.0,0
1.2,57,2.0,0.0,2791.0,1964.0,0.0,0
1.25,54,2.0,0.0,2177.0,1954.0,0.0,1
3.38,68,3.0,1.0,4355.0,,1.0,1
3.16,52,2.0,0.0,2497.0,1943.0,0.0,1
2.2,27,1.0,0.0,1713.0,1947.0,1.0,1
3.375,72,3.0,0.0,5208.0,1939.0,0.0,1
3.54,71,3.0,0.0,2594.0,1981.0,1.0,1
1.895,66,3.0,0.0,4218.0,2010.0,0.0,1
0.36000000000000004,73,3.0,0.0,4621.0,1989.0,,0
0.79,56,2.0,0.0,3149.0,1941.0,1.0,1
1.85,29,1.0,0.0,1560.0,1955.0,1.0,1
5.16,73,2.0,0.0,4051.0,2006.0,1.0,1
2.13,52,2.0,0.0,4334.0,1943.0,0.0,1
2.4,82,3.0,0.0,3819.0,1967.0,0.0,1
0.9,65,3.0,0.0,3498.0,1948.0,0.0,0
4.54,59,2.0,0.0,3235.0,1935.0,1.0,1
0.61,47,2.0,0.0,2441.0,,0.0,0
1.8399999999999999,54,2.0,0.0,3359.0,1945.0,0.0,0
1.305,91,3.0,0.0,3306.0,1966.0,0.0,0
0.82,54,2.0,0.0,2401.0,1949.0,0.0,1
