school_id,class_id,class_type,class_size,read_score,birth_month
15,263,,25,618,2
15,263,AIDE,25,636,7
15,263,AIDE,25,618,8
15,263,AIDE,25,644,9
15,263,AIDE,25,599,6
15,263,AIDE,25,599,8
15,175,AIDE,27,592,2
15,175,REGULAR,27,599,1
15,37,,16,543,12
15,37,,16,604,1
15,37,SMALL,16,564,7
15,37,SMALL,16,641,9
15,37,SMALL,16,675,11
15,37,SMALL,16,,5
15,37,SMALL,16,626,6
15,37,SMALL,16,602,11
72,187,REGULAR,25,612,4
72,187,REGULAR,25,,10
72,187,AIDE,25,624,12
72,187,REGULAR,25,636,12
72,187,REGULAR,25,600,11
72,187,REGULAR,25,583,12
72,187,REGULAR,25,670,12
72,187,REGULAR,25,614,2
72,187,REGULAR,25,624,3
72,187,REGULAR,25,590,4
72,187,AIDE,25,661,5
72,187,REGULAR,25,670,7
72,187,REGULAR,25,647,8
72,187,SMALL,25,702,9
72,187,REGULAR,25,,3
72,187,AIDE,25,,7
72,187,AIDE,25,654,6
72,218,SMALL,15,,7
72,218,SMALL,15,,11
72,218,SMALL,15,650,2
72,218,SMALL,15,606,3
72,218,SMALL,15,597,3
72,218,SMALL,15,600,3
72,218,SMALL,15,606,3
72,218,SMALL,15,622,6
72,218,SMALL,15,604,7
72,218,SMALL,15,592,8
72,322,AIDE,25,600,10
72,322,AIDE,25,602,12
72,322,AIDE,25,587,11
72,322,AIDE,25,,1
72,322,AIDE,25,578,2
72,322,AIDE,25,670,4
72,322,AIDE,25,624,4
72,322,AIDE,25,612,4
72,322,,25,624,7
72,322,,25,633,6
72,322,AIDE,25,644,8
72,322,AIDE,25,633,8
72,322,AIDE,25,577,8
72,322,AIDE,25,657,8
72,322,AIDE,25,626,9
72,322,AIDE,25,585,1
72,322,AIDE,25,585,1
72,322,AIDE,25,670,10
72,322,AIDE,25,595,4
38,143,,13,618,12
38,143,,13,639,2
38,143,SMALL,13,647,2
38,143,SMALL,13,680,6
38,143,SMALL,13,624,7
38,143,SMALL,13,629,9
38,143,SMALL,13,606,6
38,143,SMALL,13,629,9
38,61,AIDE,20,578,11
38,61,AIDE,20,641,11
38,61,AIDE,20,639,12
38,61,AIDE,20,554,7
38,61,AIDE,20,650,2
38,61,AIDE,20,582,5
38,61,AIDE,20,641,9
38,61,AIDE,20,612,8
38,61,AIDE,20,610,1
38,61,AIDE,20,675,1
38,61,AIDE,20,675,9
38,75,SMALL,13,616,9
38,75,SMALL,13,650,12
38,75,SMALL,13,622,2
38,75,SMALL,13,657,3
38,75,,13,582,3
38,75,,13,650,5
38,75,,13,647,5
38,75,SMALL,13,641,5
38,75,SMALL,13,606,10
38,75,SMALL,13,593,5
38,298,AIDE,20,633,11
38,298,REGULAR,20,629,11
38,298,REGULAR,20,592,1
38,298,REGULAR,20,633,5
38,298,AIDE,20,620,7
38,298,AIDE,20,593,7
38,298,REGULAR,20,618,9
38,298,AIDE,20,636,9
12,192,SMALL,16,686,12
12,192,SMALL,16,,10
12,192,SMALL,16,675,12
12,192,SMALL,16,612,1
12,192,,16,641,8
12,192,,16,624,7
12,195,SMALL,16,602,12
12,195,SMALL,16,639,1
12,195,,16,577,1
12,195,SMALL,16,670,3
12,195,SMALL,16,,4
12,195,SMALL,16,665,7
12,195,SMALL,16,590,9
12,195,SMALL,16,590,1
12,200,REGULAR,24,644,1
12,200,AIDE,24,604,2
12,200,AIDE,24,,3
12,200,REGULAR,24,597,6
12,200,REGULAR,24,578,7
12,252,AIDE,24,575,12
12,252,AIDE,24,641,12
12,252,AIDE,24,570,11
12,252,AIDE,24,600,1
12,252,AIDE,24,569,8
12,252,AIDE,24,675,5
12,252,AIDE,24,629,7
12,252,AIDE,24,618,9
5,198,AIDE,23,608,11
5,198,,23,,10
5,198,AIDE,23,595,12
5,198,AIDE,23,644,1
5,198,AIDE,23,654,2
5,198,AIDE,23,626,2
5,198,AIDE,23,657,4
5,198,AIDE,23,675,5
5,198,AIDE,23,680,8
5,198,AIDE,23,675,6
5,198,,23,622,3
5,48,AIDE,18,665,11
5,48,AIDE,18,602,12
5,48,REGULAR,18,620,1
5,48,AIDE,18,661,8
5,48,AIDE,18,597,9
5,48,REGULAR,18,650,9
5,48,SMALL,18,633,9
5,48,REGULAR,18,647,12
5,64,AIDE,23,620,5
5,64,AIDE,23,661,12
5,64,AIDE,23,631,3
5,64,AIDE,23,657,1
5,64,AIDE,23,670,4
5,64,AIDE,23,650,3
5,164,SMALL,15,670,9
5,164,SMALL,15,713,9
5,164,SMALL,15,639,12
5,164,SMALL,15,654,1
5,164,SMALL,15,629,1
5,164,SMALL,15,702,3
5,164,SMALL,15,686,4
5,164,SMALL,15,641,6
5,164,SMALL,15,593,1
5,164,SMALL,15,702,12
21,90,AIDE,19,597,3
21,90,AIDE,19,585,9
21,90,AIDE,19,675,11
21,90,AIDE,19,624,12
21,90,AIDE,19,618,3
21,90,AIDE,19,610,6
21,90,AIDE,19,693,7
21,90,AIDE,19,657,7
21,90,AIDE,19,573,7
21,90,AIDE,19,606,9
21,90,AIDE,19,582,12
21,57,AIDE,22,597,11
21,57,AIDE,22,595,11
21,57,AIDE,22,654,12
21,57,AIDE,22,693,2
21,57,AIDE,22,693,3
21,57,AIDE,22,665,6
21,57,AIDE,22,597,6
21,57,AIDE,22,647,7
21,57,AIDE,22,693,7
21,57,AIDE,22,602,9
21,57,AIDE,22,610,5
21,57,AIDE,22,618,8
21,277,REGULAR,22,543,11
21,277,AIDE,22,600,11
21,277,REGULAR,22,639,2
21,277,AIDE,22,578,2
21,277,REGULAR,22,618,3
21,277,REGULAR,22,606,3
21,277,REGULAR,22,587,3
21,277,REGULAR,22,549,5
21,277,AIDE,22,702,5
21,277,REGULAR,22,693,7
21,277,REGULAR,22,639,8
21,277,REGULAR,22,585,7
21,277,REGULAR,22,647,2
21,277,AIDE,22,644,10
21,277,AIDE,22,583,3
21,196,,15,565,3
21,196,SMALL,15,606,6
21,196,,15,624,1
21,196,,15,582,2
21,196,,15,517,3
21,196,SMALL,15,624,2
21,196,,15,562,4
21,196,SMALL,15,618,7
21,196,SMALL,15,620,8
21,196,SMALL,15,599,3
21,196,SMALL,15,,5
21,264,SMALL,16,650,11
21,264,SMALL,16,650,11
21,264,SMALL,16,675,11
21,264,SMALL,16,597,11
21,264,SMALL,16,618,1
21,264,SMALL,16,612,2
21,264,SMALL,16,620,2
21,264,SMALL,16,665,2
21,264,SMALL,16,633,5
21,264,SMALL,16,713,4
21,264,SMALL,16,647,12
21,264,SMALL,16,647,12
21,264,SMALL,16,599,4
21,54,SMALL,15,644,11
21,54,SMALL,15,654,11
21,54,SMALL,15,657,11
21,54,SMALL,15,570,2
21,54,SMALL,15,610,2
21,54,SMALL,15,633,3
21,54,SMALL,15,654,5
21,54,SMALL,15,647,6
21,54,SMALL,15,572,6
21,54,SMALL,15,644,7
21,54,SMALL,15,567,8
21,54,SMALL,15,554,8
21,54,SMALL,15,602,8
21,54,SMALL,15,654,12
30,283,AIDE,24,595,11
30,283,AIDE,24,657,11
30,283,AIDE,24,686,4
30,283,AIDE,24,624,9
30,283,AIDE,24,657,1
30,283,AIDE,24,595,1
30,283,AIDE,24,606,4
30,283,AIDE,24,,3
30,283,AIDE,24,665,6
30,283,AIDE,24,680,7
30,283,AIDE,24,600,8
30,283,,24,670,1
30,167,AIDE,23,554,9
30,167,SMALL,23,631,9
30,167,AIDE,23,540,10
30,167,REGULAR,23,644,11
30,167,AIDE,23,702,11
30,167,REGULAR,23,604,3
30,167,REGULAR,23,622,5
30,167,AIDE,23,604,7
30,167,AIDE,23,583,2
30,167,REGULAR,23,542,12
30,167,REGULAR,23,654,8
30,167,REGULAR,23,604,8
30,167,REGULAR,23,641,9
30,167,SMALL,23,590,9
30,167,SMALL,23,620,8
30,21,AIDE,22,641,6
30,21,,22,657,3
30,21,,22,585,6
30,21,AIDE,22,620,6
30,21,AIDE,22,572,12
30,21,AIDE,22,650,5
30,21,,22,686,7
30,21,,22,629,2
30,21,AIDE,22,657,3
30,21,AIDE,22,567,8
30,47,SMALL,16,661,12
30,47,SMALL,16,606,2
30,47,SMALL,16,650,2
30,47,SMALL,16,,7
30,47,SMALL,16,639,1
30,47,SMALL,16,633,3
30,47,SMALL,16,675,11
30,47,SMALL,16,650,11
30,47,SMALL,16,665,2
30,47,SMALL,16,626,5
30,47,SMALL,16,620,6
1,231,AIDE,22,639,12
1,231,AIDE,22,639,1
1,231,AIDE,22,639,1
1,231,AIDE,22,575,2
1,231,AIDE,22,612,2
1,231,AIDE,22,618,3
1,231,,22,624,3
1,231,AIDE,22,693,3
1,231,AIDE,22,629,5
1,231,AIDE,22,600,6
1,231,AIDE,22,612,7
1,231,AIDE,22,587,11
1,231,AIDE,22,633,1
1,231,AIDE,22,650,4
1,231,AIDE,22,647,8
1,111,,15,,10
1,111,SMALL,15,606,11
1,111,SMALL,15,599,11
1,111,SMALL,15,629,4
1,111,SMALL,15,583,2
1,111,SMALL,15,675,5
1,111,SMALL,15,665,5
1,111,SMALL,15,686,6
1,111,SMALL,15,647,11
1,111,SMALL,15,582,1
1,111,SMALL,15,641,8
1,62,SMALL,15,636,12
1,62,SMALL,15,657,2
1,62,SMALL,15,616,4
1,62,SMALL,15,631,6
1,62,SMALL,15,610,6
1,62,SMALL,15,612,7
1,62,SMALL,15,626,7
1,62,SMALL,15,624,8
1,62,SMALL,15,641,8
1,62,,15,641,12
1,62,SMALL,15,599,4
1,62,SMALL,15,618,9
1,68,REGULAR,20,554,1
1,68,REGULAR,20,713,1
1,68,AIDE,20,604,7
1,68,REGULAR,20,657,5
1,68,AIDE,20,670,5
1,68,REGULAR,20,654,5
1,68,REGULAR,20,608,6
1,68,AIDE,20,631,7
1,68,AIDE,20,624,7
1,68,REGULAR,20,661,8
1,68,REGULAR,20,675,2
1,68,AIDE,20,606,12
1,68,SMALL,20,560,5
1,68,AIDE,20,,3
1,68,REGULAR,20,604,11
1,68,AIDE,20,661,11
1,68,REGULAR,20,633,7
1,38,AIDE,22,644,12
1,38,,22,670,1
1,38,AIDE,22,602,2
1,38,AIDE,22,608,4
1,38,AIDE,22,612,5
1,38,AIDE,22,624,5
1,38,AIDE,22,631,6
1,38,AIDE,22,702,5
1,38,AIDE,22,585,4
1,38,AIDE,22,633,5
1,38,AIDE,22,588,3
1,38,AIDE,22,629,5
46,182,SMALL,14,665,7
46,182,SMALL,14,620,4
46,182,SMALL,14,639,3
46,182,SMALL,14,650,5
46,182,SMALL,14,595,1
46,182,SMALL,14,650,2
46,182,SMALL,14,639,2
46,182,SMALL,14,629,11
46,182,SMALL,14,,12
46,182,SMALL,14,592,2
46,148,AIDE,20,644,1
46,148,AIDE,20,550,2
46,148,AIDE,20,650,4
46,148,AIDE,20,573,4
46,148,AIDE,20,631,4
46,148,AIDE,20,567,5
46,148,AIDE,20,644,5
46,148,AIDE,20,559,7
46,148,AIDE,20,600,7
46,148,AIDE,20,657,8
46,148,AIDE,20,582,9
46,148,AIDE,20,631,5
46,148,AIDE,20,,11
46,148,AIDE,20,,5
46,148,AIDE,20,654,9
46,148,AIDE,20,,3
46,300,REGULAR,20,641,12
46,300,REGULAR,20,633,2
46,300,REGULAR,20,702,4
46,300,REGULAR,20,686,5
46,300,REGULAR,20,583,5
46,300,AIDE,20,614,6
46,300,AIDE,20,610,6
46,300,AIDE,20,618,8
46,300,AIDE,20,626,3
46,300,REGULAR,20,753,6
46,300,REGULAR,20,608,4
46,300,REGULAR,20,565,5
46,300,REGULAR,20,693,3
46,300,REGULAR,20,713,5
46,300,AIDE,20,610,2
46,107,SMALL,14,614,11
46,107,SMALL,14,533,8
46,107,SMALL,14,670,12
46,107,SMALL,14,680,12
46,107,SMALL,14,639,1
46,107,SMALL,14,702,2
46,107,SMALL,14,675,4
46,107,SMALL,14,535,7
46,107,SMALL,14,647,8
46,107,SMALL,14,639,2
46,107,SMALL,14,,9
19,202,,11,,3
19,202,SMALL,11,654,9
19,202,SMALL,11,592,11
19,202,SMALL,11,728,1
19,202,SMALL,11,693,1
19,79,SMALL,11,567,1
19,79,SMALL,11,620,4
19,79,SMALL,11,641,5
19,79,SMALL,11,636,5
19,79,SMALL,11,622,9
19,133,SMALL,21,639,11
19,133,REGULAR,21,620,11
19,133,REGULAR,21,686,11
19,133,REGULAR,21,616,5
19,133,AIDE,21,610,5
19,133,REGULAR,21,614,4
19,133,AIDE,21,588,7
19,133,AIDE,21,573,9
19,133,REGULAR,21,578,12
19,133,REGULAR,21,631,2
19,133,REGULAR,21,680,4
19,332,AIDE,21,592,7
19,332,AIDE,21,560,8
19,332,AIDE,21,573,9
19,332,AIDE,21,618,12
19,332,AIDE,21,657,12
19,332,AIDE,21,612,11
19,332,AIDE,21,597,1
19,332,AIDE,21,654,1
19,332,AIDE,21,580,2
19,332,AIDE,21,633,3
19,332,AIDE,21,639,3
19,332,AIDE,21,610,3
19,332,AIDE,21,608,4
19,332,AIDE,21,620,7
19,332,AIDE,21,593,8
3,232,SMALL,14,686,9
3,232,SMALL,14,693,9
3,232,SMALL,14,657,11
3,232,SMALL,14,647,1
3,232,,14,693,1
3,232,SMALL,14,693,4
3,232,SMALL,14,629,4
3,232,SMALL,14,624,7
3,232,SMALL,14,636,2
3,271,AIDE,23,680,10
3,271,AIDE,23,631,11
3,271,AIDE,23,661,12
3,271,AIDE,23,580,11
3,271,AIDE,23,693,12
3,271,,23,554,12
3,271,AIDE,23,616,4
3,271,AIDE,23,661,8
3,271,AIDE,23,618,8
3,271,AIDE,23,614,9
3,236,,15,604,6
3,236,,15,606,9
3,236,,15,665,10
3,236,SMALL,15,686,11
3,236,SMALL,15,657,9
3,236,,15,657,3
3,236,,15,636,3
3,236,,15,608,5
3,236,SMALL,15,641,5
3,236,,15,686,8
3,236,SMALL,15,675,9
69,329,AIDE,24,641,11
69,329,AIDE,24,675,6
69,329,AIDE,24,,6
69,329,AIDE,24,702,8
69,329,AIDE,24,647,8
69,329,AIDE,24,636,7
69,169,SMALL,17,595,6
69,169,SMALL,17,590,6
69,169,SMALL,17,636,6
69,169,SMALL,17,675,11
69,169,,17,675,2
69,169,SMALL,17,593,6
69,245,SMALL,19,616,9
69,245,,19,631,12
69,245,SMALL,19,602,7
63,113,AIDE,26,,2
63,113,SMALL,26,,3
63,113,AIDE,26,,3
63,113,AIDE,26,,4
63,113,AIDE,26,,4
63,113,AIDE,26,,5
63,113,REGULAR,26,,9
63,113,REGULAR,26,,9
63,113,,26,,5
63,113,AIDE,26,,6
63,113,,26,,5
63,85,AIDE,26,,12
63,85,AIDE,26,,10
63,85,AIDE,26,,10
63,85,AIDE,26,,2
63,85,AIDE,26,,2
63,85,AIDE,26,,4
63,85,AIDE,26,,5
63,85,AIDE,26,,5
63,85,AIDE,26,,6
63,85,AIDE,26,,9
63,85,AIDE,26,,9
63,85,,26,,1
63,91,AIDE,26,,12
63,91,AIDE,26,,2
63,91,AIDE,26,,2
63,91,AIDE,26,,4
63,91,AIDE,26,,7
63,91,AIDE,26,,2
63,63,SMALL,17,,12
63,63,SMALL,17,,12
63,63,SMALL,17,,10
63,63,SMALL,17,,1
63,63,SMALL,17,,2
63,63,SMALL,17,,3
63,63,SMALL,17,,4
63,63,SMALL,17,,4
63,63,SMALL,17,,6
63,63,SMALL,17,,5
63,63,SMALL,17,,8
63,63,,17,,7
63,212,SMALL,16,,10
63,212,,16,,12
63,212,,16,,11
63,212,SMALL,16,,1
63,212,,16,,5
63,212,,16,,7
63,212,SMALL,16,,7
37,257,SMALL,14,,5
37,257,,14,602,10
37,257,,14,,12
37,257,,14,639,2
37,257,,14,575,5
37,257,,14,665,5
37,257,SMALL,14,665,5
37,125,REGULAR,22,599,6
37,125,AIDE,22,657,12
37,125,AIDE,22,624,12
37,125,AIDE,22,641,3
37,125,REGULAR,22,573,4
37,125,REGULAR,22,624,4
37,125,AIDE,22,644,5
37,125,REGULAR,22,641,5
37,125,,22,693,6
37,125,REGULAR,22,661,8
37,125,REGULAR,22,631,9
37,270,AIDE,22,,4
37,270,AIDE,22,602,10
37,270,AIDE,22,593,2
37,270,AIDE,22,657,2
37,270,AIDE,22,644,1
37,270,AIDE,22,639,11
37,270,AIDE,22,728,3
37,270,AIDE,22,639,3
37,270,AIDE,22,693,3
37,270,AIDE,22,647,4
37,270,AIDE,22,641,5
37,270,AIDE,22,702,5
37,270,AIDE,22,624,5
37,270,AIDE,22,647,7
37,270,AIDE,22,639,8
37,270,AIDE,22,616,8
37,270,AIDE,22,650,8
37,270,AIDE,22,578,9
37,270,AIDE,22,661,2
37,130,SMALL,14,616,6
37,130,SMALL,14,633,11
37,130,SMALL,14,670,12
37,130,SMALL,14,665,2
37,130,SMALL,14,702,4
37,130,SMALL,14,686,7
37,130,SMALL,14,644,3
36,138,,22,636,9
36,138,AIDE,22,702,12
36,138,AIDE,22,604,4
36,138,AIDE,22,680,5
36,138,,22,644,6
36,138,,22,624,8
36,138,,22,670,11
36,138,AIDE,22,606,11
36,78,,15,661,8
36,78,SMALL,15,657,12
36,78,SMALL,15,644,1
36,78,SMALL,15,680,8
36,78,SMALL,15,665,4
36,136,AIDE,24,631,9
36,136,AIDE,24,644,8
36,136,AIDE,24,,5
36,136,AIDE,24,641,7
36,284,SMALL,18,618,4
36,284,,18,587,11
36,284,,18,661,2
36,284,SMALL,18,702,3
36,284,SMALL,18,618,4
36,284,,18,624,6
36,284,SMALL,18,622,9
36,44,,16,670,11
36,44,,16,597,2
36,44,SMALL,16,618,6
43,12,AIDE,27,567,3
43,12,AIDE,27,633,11
43,12,AIDE,27,670,1
43,12,AIDE,27,624,1
43,12,AIDE,27,633,3
43,12,AIDE,27,675,5
43,12,AIDE,27,670,7
43,194,REGULAR,27,,11
43,194,REGULAR,27,647,4
43,194,AIDE,27,,8
43,194,AIDE,27,614,9
43,194,AIDE,27,702,5
43,181,AIDE,25,542,10
43,181,REGULAR,25,661,12
43,181,REGULAR,25,,4
43,181,REGULAR,25,582,2
43,181,AIDE,25,680,4
43,254,SMALL,17,629,7
43,254,SMALL,17,612,12
43,254,SMALL,17,665,4
43,254,SMALL,17,693,5
43,254,SMALL,17,702,6
43,254,,17,650,7
43,254,SMALL,17,693,8
43,254,SMALL,17,626,9
43,213,,17,,7
43,213,SMALL,17,665,12
43,213,SMALL,17,600,2
43,213,SMALL,17,680,4
43,213,SMALL,17,583,4
43,213,SMALL,17,636,8
43,213,SMALL,17,587,1
43,213,SMALL,17,606,5
43,213,SMALL,17,610,2
43,213,SMALL,17,555,4
43,150,,17,567,9
43,150,SMALL,17,661,11
43,150,SMALL,17,633,11
43,150,SMALL,17,624,5
43,150,SMALL,17,629,6
43,150,SMALL,17,644,7
43,150,,17,644,7
43,150,,17,665,8
43,150,SMALL,17,633,8
43,150,SMALL,17,702,9
43,150,SMALL,17,644,9
43,150,SMALL,17,595,5
43,18,AIDE,25,,11
43,18,AIDE,25,620,12
43,18,AIDE,25,604,3
43,18,,25,577,4
43,18,AIDE,25,647,7
43,247,AIDE,27,610,11
43,247,,27,670,12
43,247,AIDE,27,670,11
43,247,AIDE,27,650,10
43,247,AIDE,27,629,4
43,247,AIDE,27,624,8
43,244,AIDE,25,661,11
43,244,AIDE,25,604,11
43,244,AIDE,25,602,6
43,244,AIDE,25,657,6
43,244,AIDE,25,680,9
43,244,AIDE,25,595,9
42,331,SMALL,18,588,11
42,331,SMALL,18,552,8
42,42,AIDE,25,713,12
42,42,AIDE,25,675,1
42,42,AIDE,25,570,2
42,42,AIDE,25,620,4
42,42,AIDE,25,624,7
42,42,AIDE,25,624,2
42,185,AIDE,25,647,1
42,185,REGULAR,25,641,2
42,185,REGULAR,25,590,4
42,185,REGULAR,25,626,5
42,152,,17,552,12
42,152,SMALL,17,657,12
42,152,SMALL,17,650,1
42,152,SMALL,17,575,11
42,152,SMALL,17,602,3
42,152,SMALL,17,612,4
42,152,SMALL,17,604,11
35,35,AIDE,25,639,8
35,35,AIDE,25,593,11
35,35,AIDE,25,577,1
35,35,REGULAR,25,585,4
35,35,AIDE,25,580,4
35,199,AIDE,25,597,3
35,199,AIDE,25,670,11
35,199,AIDE,25,573,2
35,199,AIDE,25,612,5
35,199,AIDE,25,595,5
35,199,AIDE,25,606,8
35,199,AIDE,25,604,9
35,199,AIDE,25,578,6
35,219,,18,686,11
35,219,SMALL,18,665,5
35,219,SMALL,18,661,8
35,219,SMALL,18,647,9
35,219,SMALL,18,647,11
35,81,,18,569,11
35,81,SMALL,18,595,2
35,81,,18,577,2
35,81,SMALL,18,602,4
35,81,SMALL,18,600,4
35,81,SMALL,18,582,6
35,81,SMALL,18,647,8
35,81,SMALL,18,602,3
35,81,SMALL,18,,12
34,16,AIDE,27,606,11
34,16,AIDE,27,582,11
34,16,AIDE,27,713,11
34,16,AIDE,27,572,10
34,16,AIDE,27,657,12
34,16,AIDE,27,670,1
34,16,AIDE,27,616,1
34,16,AIDE,27,555,2
34,16,AIDE,27,620,3
34,16,,27,624,6
34,16,AIDE,27,612,7
34,16,,27,641,1
34,16,AIDE,27,602,2
34,16,AIDE,27,639,7
34,109,AIDE,26,604,11
34,109,AIDE,26,654,8
34,109,AIDE,26,639,12
34,109,AIDE,26,670,12
34,109,AIDE,26,633,12
34,109,,26,602,1
34,109,AIDE,26,578,11
34,109,AIDE,26,597,2
34,109,AIDE,26,661,3
34,109,,26,661,6
34,109,AIDE,26,657,7
34,109,AIDE,26,670,6
34,109,AIDE,26,587,12
34,109,,26,670,8
34,105,SMALL,17,633,12
34,105,SMALL,17,702,12
34,105,SMALL,17,618,12
34,105,SMALL,17,670,2
34,105,SMALL,17,753,3
34,105,SMALL,17,665,4
34,105,SMALL,17,661,7
34,105,SMALL,17,587,7
34,105,SMALL,17,686,9
34,105,SMALL,17,650,7
34,106,SMALL,17,680,10
34,106,SMALL,17,626,1
34,106,,17,570,1
34,106,,17,633,5
34,106,SMALL,17,650,4
34,106,,17,618,7
34,106,,17,622,1
34,106,SMALL,17,629,9
11,233,REGULAR,24,,11
11,233,AIDE,24,693,2
11,233,AIDE,24,639,2
11,233,REGULAR,24,631,7
11,233,REGULAR,24,587,9
11,233,AIDE,24,665,2
11,163,AIDE,23,629,8
11,163,REGULAR,23,654,11
11,163,REGULAR,23,631,12
11,163,AIDE,23,,3
11,163,AIDE,23,657,3
11,163,REGULAR,23,636,4
11,163,AIDE,23,578,3
